IMAGE=435-1r.JPG,
ID=105,
SCALE=0.002138,
LM=6,
2031,1292
2009,1364
1855,1270
1869,1495
1935,1574
1986,1542
IMAGE=439-1r.JPG,
ID=106,
SCALE=0.002134,
LM=6,
1893,1157
1867,1210
1747,1144
1753,1328
1807,1393
1856,1352
IMAGE=444-1r.JPG,
ID=107,
SCALE=0.002133,
LM=6,
2111,1316
2083,1401
1956,1308
1958,1513
2012,1590
2045,1582
IMAGE=448-1r.JPG,
ID=108,
SCALE=0.002135,
LM=6,
1929,1021
1895,1113
1802,1018
1752,1212
1815,1274
1874,1220
IMAGE=47-1r.JPG,
ID=109,
SCALE=0.002138,
LM=6,
1876,1183
1841,1265
1704,1156
1676,1372
1731,1459
1799,1410
IMAGE=503-1r.JPG,
ID=110,
SCALE=0.002134,
LM=6,
1748,1275
1733,1369
1607,1280
1601,1457
1649,1538
1717,1479
IMAGE=514-1r.JPG,
ID=111,
SCALE=0.002133,
LM=6,
1629,1179
1587,1237
1446,1139
1470,1336
1530,1409
1571,1385
IMAGE=516-1r.JPG,
ID=112,
SCALE=0.002126,
LM=6,
1641,1292
1614,1367
1463,1283
1498,1468
1558,1581
1625,1524
IMAGE=519-1r.JPG,
ID=113,
SCALE=0.002132,
LM=6,
1668,1338
1641,1406
1523,1307
1534,1501
1594,1558
1633,1511
IMAGE=534-1r.JPG,
ID=114,
SCALE=0.002130,
LM=6,
1749,1131
1722,1195
1587,1112
1609,1303
1667,1369
1701,1337
IMAGE=584-1r.JPG,
ID=115,
SCALE=0.002118,
LM=6,
1616,1157
1594,1200
1459,1107
1465,1294
1502,1392
1572,1332
IMAGE=590-1r.JPG,
ID=116,
SCALE=0.002126,
LM=6,
1939,1242
1911,1328
1757,1210
1763,1457
1815,1550
1876,1489
IMAGE=594-1r.JPG,
ID=117,
SCALE=0.002120,
LM=6,
2068,1063
2041,1140
1895,1037
1878,1255
1942,1344
1996,1297
IMAGE=599-1r.JPG,
ID=118,
SCALE=0.002116,
LM=6,
1826,1111
1773,1226
1676,1111
1613,1341
1674,1433
1786,1302
IMAGE=601-1r.JPG,
ID=119,
SCALE=0.002126,
LM=6,
1719,1119
1689,1183
1555,1085
1557,1277
1619,1359
1671,1320
IMAGE=621-1r.JPG,
ID=120,
SCALE=0.002143,
LM=6,
1872,1168
1841,1243
1694,1128
1693,1393
1759,1466
1803,1400
IMAGE=638-1r.JPG,
ID=121,
SCALE=0.002139,
LM=6,
1966,1409
1932,1465
1789,1372
1828,1619
1865,1704
1907,1636
IMAGE=646-1r.JPG,
ID=122,
SCALE=0.002147,
LM=6,
1771,1083
1742,1190
1592,1058
1623,1309
1662,1401
1747,1339
IMAGE=647-1r.JPG,
ID=123,
SCALE=0.002145,
LM=6,
2155,1360
2147,1405
2027,1331
2043,1497
2074,1568
2122,1517
IMAGE=650-1r.JPG,
ID=124,
SCALE=0.002143,
LM=6,
2156,1230
2118,1274
2028,1186
1970,1356
2023,1434
2060,1410
IMAGE=652-1r.JPG,
ID=125,
SCALE=0.002133,
LM=6,
1793,1202
1770,1290
1664,1195
1663,1387
1706,1463
1749,1410
IMAGE=653-1r.JPG,
ID=126,
SCALE=0.002140,
LM=6,
2583,1432
2571,1494
2477,1416
2474,1576
2508,1658
2554,1609
IMAGE=656-1r.JPG,
ID=127,
SCALE=0.002141,
LM=6,
1990,1334
1965,1393
1854,1313
1852,1484
1896,1562
1935,1529
IMAGE=660-1r.JPG,
ID=128,
SCALE=0.002145,
LM=6,
2077,1190
2048,1274
1968,1169
1921,1366
1971,1445
2016,1374
IMAGE=662-1r.JPG,
ID=129,
SCALE=0.002145,
LM=6,
2288,1378
2243,1437
2194,1363
2150,1526
2174,1590
2229,1539
IMAGE=663-1r.JPG,
ID=130,
SCALE=0.002136,
LM=6,
2122,1258
2099,1297
2009,1230
1973,1391
2016,1465
2045,1426
IMAGE=664-1r.JPG,
ID=131,
SCALE=0.002148,
LM=6,
1992,1277
1972,1332
1855,1276
1865,1431
1910,1491
1932,1486
IMAGE=667-1r.JPG,
ID=132,
SCALE=0.002140,
LM=6,
1746,874
1720,953
1573,850
1563,1063
1629,1152
1697,1112
IMAGE=670-1r.JPG,
ID=133,
SCALE=0.002153,
LM=6,
2243,1440
2239,1507
2091,1429
2089,1672
2129,1730
2199,1670
IMAGE=675-1r.JPG,
ID=134,
SCALE=0.002140,
LM=6,
2296,1350
2278,1412
2187,1344
2158,1513
2186,1596
2242,1551
IMAGE=678-1r.JPG,
ID=135,
SCALE=0.002139,
LM=6,
2279,1167
2243,1212
2133,1145
2105,1309
2162,1385
2220,1346
IMAGE=679-1r.JPG,
ID=136,
SCALE=0.002138,
LM=6,
2165,1439
2131,1532
2027,1423
1980,1626
2037,1727
2121,1614
IMAGE=682-1r.JPG,
ID=137,
SCALE=0.002130,
LM=6,
2133,1023
2114,1085
1962,998
1952,1199
1988,1307
2082,1255
IMAGE=685-1r.JPG,
ID=138,
SCALE=0.002150,
LM=6,
1848,1061
1835,1103
1715,1051
1731,1215
1771,1285
1814,1262
IMAGE=690-1r.JPG,
ID=139,
SCALE=0.002198,
LM=6,
2104,1304
2087,1346
2004,1275
1987,1438
2019,1503
2058,1481
IMAGE=692-1r.JPG,
ID=140,
SCALE=0.002141,
LM=6,
1774,1384
1731,1449
1597,1363
1591,1575
1657,1636
1711,1602
IMAGE=694-1r.JPG,
ID=141,
SCALE=0.002148,
LM=6,
1651,1458
1640,1499
1539,1433
1528,1583
1561,1665
1609,1631
IMAGE=698-1r.JPG,
ID=142,
SCALE=0.002136,
LM=6,
1850,1088
1822,1159
1728,1073
1712,1247
1744,1321
1785,1303
IMAGE=701-1r.JPG,
ID=143,
SCALE=0.002134,
LM=6,
1815,891
1787,941
1720,867
1705,1015
1745,1063
1762,1057
IMAGE=704-1r.JPG,
ID=144,
SCALE=0.002148,
LM=6,
1729,1364
1713,1418
1604,1357
1610,1508
1649,1584
1684,1569
IMAGE=705-1r.JPG,
ID=145,
SCALE=0.002148,
LM=6,
1775,1180
1748,1237
1634,1153
1622,1363
1653,1436
1724,1384
IMAGE=707-1r.JPG,
ID=146,
SCALE=0.002143,
LM=6,
1780,1338
1747,1417
1660,1324
1617,1507
1674,1572
1723,1537
IMAGE=708-1r.JPG,
ID=147,
SCALE=0.002137,
LM=6,
1790,1218
1765,1285
1674,1193
1639,1389
1679,1454
1724,1433
IMAGE=709-1r.JPG,
ID=148,
SCALE=0.002141,
LM=6,
1659,1264
1631,1355
1549,1258
1488,1460
1505,1533
1566,1517
IMAGE=710-1r.JPG,
ID=149,
SCALE=0.002145,
LM=6,
1744,1109
1725,1172
1601,1070
1608,1263
1644,1352
1711,1316
IMAGE=717-1r.JPG,
ID=150,
SCALE=0.002144,
LM=6,
1991,1232
1934,1306
1895,1186
1809,1378
1831,1463
1884,1433
IMAGE=755-1r.JPG,
ID=151,
SCALE=0.002147,
LM=6,
1621,1084
1604,1172
1491,1070
1468,1260
1530,1342
1566,1290
IMAGE=776-1r.JPG,
ID=152,
SCALE=0.002148,
LM=6,
1758,1190
1738,1256
1613,1166
1620,1364
1655,1451
1711,1407
IMAGE=817-1r.JPG,
ID=153,
SCALE=0.002140,
LM=6,
2294,1232
2252,1296
2117,1209
2129,1394
2187,1468
2218,1451
IMAGE=830-1r.JPG,
ID=154,
SCALE=0.002142,
